"","nzffdRecordNumber","institutionRecordNumber","eventDate","eventTime","institution","samplingPurpose","waterBody","waterBodyType","waterPermanence","site","catchmentNumber","catchmentName","eastingNZTM","northingNZTM","decimalLongitude","decimalLatitude","recSegment","minimumElevation","distanceOcean","siteTidal","siteLandlocked","downstreamBarrier","eventLocationRemarks","siteReachLength","siteAverageWidth","minimumSampledDepth","maximumSampledDepth","waterLevel","waterColour","waterClarity","clarityMethod","waterTemperature","waterConductivity","waterDissolvedOxygenPercent","waterDissolvedOxygenPPM","waterPH","waterSalinity","habitatFlowPercent","habitatSubstratePercent","habitatInstreamCoverPresent","habitatRiparianVegPercent","samplingMethod","samplingProtocol","EfmNumberOfPasses","EfmVoltage","EfmPulseRate","EfmPulseRateWidth","EfmAnodeSize","EfmMinutes","EfmArea","NetsTrapsTotalNumber","NetsTrapsBaited","NetsTrapsMeshSize","NetsTrapsDayNight","NetsTrapsAverageSetTime","ObservationArea","taxonName","taxonCommonName","taxonRemarks","totalCount","present","soughtNotDetected","occurrenceRemarks","minLength","maxLength","indLengths","dataVersion"
"86",29072,"","2007-04-10","11:00","Department of Conservation Canterbury","","Unnamed water race","Not Entered","Perennial",NA,"680.030","Selwyn R",1524450,5187131,-43.464919,172.066031,13122850,225,73.9,"n","u","u","Mudfish survey.",NA,1,NA,0.1,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Mud:100","Wood/instream debris:n, Macrophytes-algae:y, Bank vegetation:n, Undercut banks:y","Run:100","Grass/tussock:50, Exposed bed:50","Traps - Gee minnow","Unknown",NA,NA,NA,NA,"",NA,NA,6,"","",NA,NA,NA,"Gobiomorphus breviceps","Upland bully","",55,"false","false",NA,30,85,"","V1"
"87",27417,"","2007-03-27","13:00","NIWA","","Onekaka River","Not Entered","Perennial",NA,"525.000","Onekaka R",1574771,5486337,-40.773555,172.701038,10001312,30,3.4,"n","u","n","",30,4.1,NA,0.4,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Boulders (> 257 mm):19, Sand (1-2 mm):8, Coarse gravel:25, Cobbles (64-257 mm):34, Fine gravel:14","Wood/instream debris:n, Macrophytes-algae:n, Bank vegetation:y, Undercut banks:n","Riffle:53, Run:47","Native forest:95, Exposed bed:5","Electric fishing - Backpack","Unknown",3,NA,NA,NA,"",NA,123,NA,"","",NA,NA,NA,"Paranephrops","Koura","",5,"false","false",NA,NA,NA,"","V1"
"88",29924,"","2009-03-27","13:00","Boffa Miskell Ltd","","Cochrane Stream","Not Entered","Perennial",NA,"079.052","Henderson C",1743780,5913276,-36.915579,174.614097,2039016,30,7.9,"n","u","n","combination method: fkn x 2 kbt x 8 efb 50 sq m",50,NA,NA,NA,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Cobbles (64-257 mm):40, Sand (1-2 mm):20, Coarse gravel:20, Fine gravel:20","Macrophytes-algae:n, Undercut banks:y, Bank vegetation:y, Wood/instream debris:y","Riffle:20, Run:75, Pool:5","Scrub:100","Electric fishing - combination of nets and electric fishing","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla","Unidentified eel","",1,"false","false",NA,100,NA,"","V1"
"89",24322,"","2006-10-13","09:45","Fish and Game Nelson Marlborough","","Chinaman Gully","Not Entered","Perennial",NA,"570.169","Motueka R",1589513,5384315,-41.692874,172.873977,10032897,475,102.8,"n","u","n","",NA,2,NA,0.5,"Low","Colourless",NA,NA,9.5,NA,NA,NA,NA,NA,"Boulders (> 257 mm):5, Coarse gravel:30, Mud:10, Fine gravel:20, Sand (1-2 mm):10, Cobbles (64-257 mm):25","Undercut banks:y, Wood/instream debris:y, Macrophytes-algae:y, Bank vegetation:y","Run:40, Rapid:5, Riffle:35, Pool:20","Exposed bed:20, Grass/tussock:70, Scrub:10","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,100,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",3,"false","false",NA,180,500,"","V1"
"90",104929,"1240","2012-11-08","","Otago University","","Boundary Creek","Not Entered","Unknown",NA,"743.641","Taieri River",1392971,5003011,-45.096054,170.368837,14224569,712,175.67,"u","u","u","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Backpack","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Salvelinus fontinalis","Brook char","",14,"false","false",NA,63,102145,"145,147,114,140,107,118,63,111,122,80,153,76,151,102145,147,114,140,107,118,63,111,122,80,153,76,151,102","V1"
"91",16671,"","1997-03-16","15:00","Cawthron Institute","","Moawhango River","Not Entered","Perennial",NA,"327.300","Rangitikei R",1845374,5615636,-39.573893,175.856685,7204669,470,170.5,"n","u","u","",NA,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,40,NA,"","",NA,NA,NA,"Gobiomorphus breviceps","Upland bully","",37,"false","false",NA,NA,NA,"","V1"
"92",36193,"","2011-03-17","22:02","Manawatu Wanganui Regional Council","","Te Ekaou Stream","Not Entered","Perennial",NA,"325.170","Manawatu R",1848654,5555200,-40.116777,175.917774,7231128,294,135.3,"n","u","u","",NA,3,NA,NA,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Bedrock:3, Cobbles (64-257 mm):30, Mud:2, Boulders (> 257 mm):5, Fine gravel:10, Coarse gravel:50","Macrophytes-algae:y, Undercut banks:y, Wood/instream debris:y, Bank vegetation:y","Run:68, Pool:15, Cascade:2, Riffle:15","Native forest:100","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla","Unidentified eel","",10,"false","false",NA,400,800,"","V1"
"93",15752,"","1996-11-05","14:00","Department of Conservation East Coast","","Wharekahika River","Not Entered","Perennial",NA,"176.000","Wharekahika R",2062312,5828034,-37.578658,178.233981,5058690,15,8.8,"n","u","u","",NA,1.5,NA,0.3,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Fine gravel:20, Cobbles (64-257 mm):20, Coarse gravel:60","Undercut banks:y, Wood/instream debris:n, Macrophytes-algae:n, Bank vegetation:y","Riffle:39, Backwater:1, Run:40, Pool:20","Grass/tussock:10, Native forest:50, Scrub:40","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,75,NA,"","",NA,NA,NA,"Gobiomorphus huttoni","Redfin bully","",5,"false","false",NA,NA,NA,"","V1"
"94",15802,"","1996-03-29","09:00","Private Individuals","","Bradshaws Creek","Not Entered","Perennial",NA,"932.005","Buller R",1482852,5377036,-41.749866,171.590991,12035691,2,1.7,"y","u","u","",NA,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Fyke net - Fyke net including minifykes","Unknown",NA,NA,NA,NA,"",NA,NA,6,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",NA,"true","false",NA,NA,NA,"","V1"
"95",18120,"","2000-11-28","12:15","Fish and Game Nelson Marlborough","","Flaxbourne River","Not Entered","Ephemeral",NA,"609.000","Flaxbourne R",1696678,5369506,-41.82043,174.164084,11040541,10,5,"n","u","u","",NA,8,NA,0.7,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Coarse gravel:30, Mud:10, Sand (1-2 mm):30, Fine gravel:30","Wood/instream debris:y, Bank vegetation:y, Undercut banks:y, Macrophytes-algae:y","Backwater:5, Run:85, Pool:5, Riffle:5","Scrub:10, Grass/tussock:50, Exposed bed:40","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,250,NA,"","",NA,NA,NA,"Galaxias maculatus","Inanga","",NA,"true","false",NA,50,100,"","V1"
"96",30544,"","2008-03-04","21:30","Taranaki Regional Council","","Manganui River tributary","Not Entered","Unknown",NA,"395.040","Waitara R",1711222,5661061,-39.192591,174.287918,6175905,195,37.2,"n","u","u","",150,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,400,"Galaxias maculatus","Inanga","",5,"false","false",NA,NA,NA,"","V1"
"97",11349,"","1991-05-22","day","NIWA","","Cust River","Not Entered","Perennial",NA,"664.044","Waimakariri R",1567800,5199081,-43.36044,172.602618,13117643,12,10.2,"n","u","u","",50,6.3,NA,0.6,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"Coarse gravel:26, Fine gravel:70, Cobbles (64-257 mm):4","Macrophytes-algae:y, Undercut banks:n, Wood/instream debris:n, Bank vegetation:y","Run:34, Pool:34, Riffle:32","Grass/tussock:100","Electric fishing - Bank generator or mains","Unknown",2,NA,NA,NA,"",NA,315,NA,"","",NA,NA,NA,"Galaxias maculatus","Inanga","36 g.",14,"false","false",NA,65,90,"","V1"
"98",1632,"","1991-11-18","day","Taranaki Regional Council","","Mangaone Stream","Not Entered","Perennial",NA,"392.010","Waiwhakaiho R",1696711,5678249,-39.039473,174.117468,6161652,5,0.9,"n","u","u","fish kill investigation.",180,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Other net - Hand net","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus huttoni","Redfin bully","",NA,"true","false",NA,NA,NA,"","V1"
"99",32695,"","2010-07-06","16:25","Canterbury University","","Ohau River","Not Entered","Unknown",NA,"711.370","Waitaki R",1359678,5094607,-44.262097,169.989251,13169944,501,149.1,"n","u","u","",2,42,NA,0.7,"","",NA,NA,8.1,NA,NA,NA,NA,NA,"Boulders (> 257 mm):70, Cobbles (64-257 mm):30","","","","Electric fishing - Backpack","Unknown",0,NA,NA,NA,"",NA,6,NA,"","",NA,NA,NA,"Nil","No species recorded","",NA,"false","false",NA,NA,NA,"","V1"
"100",113204,"27","2017-11-02","09:20","Department of Conservation Otago","","Oreti River","Stream","Perennial",NA,"786.000","Oreti R",1241732,4918171,-45.796928,168.389846,15281185,155,98.35,"n","u","n","",NA,15,NA,0.5,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Cobbles (64-257 mm):100","","Riffle:100","Grass/tussock:30, Exposed bed:50, Scrub:20","Electric fishing - Backpack","Unknown",1,NA,NA,3,"Large",NA,10,NA,"","",NA,NA,NA,"Galaxias species S","Southern flathead galaxias","",5,"false","false",NA,60,89,"89,69,61,80,60","V1"
"101",28607,"","2007-03-30","11:15","Department of Conservation Otago","","Ahuriri River","Not Entered","Perennial",NA,"711.310","Waitaki R",1355035,5071101,-44.471867,169.920102,13182209,430,132.8,"n","u","y","",NA,10,NA,0.2,"Unknown","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Cobbles (64-257 mm):50, Fine gravel:5, Coarse gravel:45","Bank vegetation:n, Macrophytes-algae:n, Wood/instream debris:n, Undercut banks:n","Riffle:90, Run:10","Other:40, Grass/tussock:40, Exposed bed:20","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,30,NA,"","",NA,NA,NA,"Galaxias vulgaris","Canterbury galaxias","",5,"false","false",NA,50,85,"","V1"
"102",25831,"","2004-09-23","12:00","Department of Conservation Otago","","Black Jacks Creek","Not Entered","Perennial",NA,"752.450","Clutha R",1312434,4946625,-45.574426,169.314333,14261523,90,118.6,"n","u","n","Lots of water compared with previous visits.",NA,NA,NA,NA,"High","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,100,NA,"","",NA,NA,NA,"Galaxias brevipinnis","Koaro","",NA,"false","false",NA,NA,NA,"","V1"
"103",31800,"","2009-07-31","day","Department of Conservation Otago","","Boundary Creek tributary","Not Entered","Perennial",NA,"743.133","Taieri R",1367975,4902388,-45.992792,170.003855,14291228,171,26.8,"n","u","u","",50,NA,NA,NA,"Unknown","Tea coloured or brown",NA,NA,NA,NA,NA,NA,NA,NA,"Bedrock:15, Cobbles (64-257 mm):5, Mud:15, Fine gravel:10, Coarse gravel:30, Sand (1-2 mm):10, Boulders (> 257 mm):15","Undercut banks:y, Macrophytes-algae:y, Wood/instream debris:y, Bank vegetation:y","Riffle:10, Pool:90","Scrub:100","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Paranephrops","Koura","",NA,"true","false",NA,NA,NA,"","V1"
"104",26280,"","2005-02-20","14:15","NIWA","","Enaki Stream tributary","Not Entered","Perennial",NA,"292.243","Ruamahanga R",1809652,5459025,-40.993024,175.49247,9256701,110,89.3,"n","u","n","",50,3.9,NA,0.3,"Low","Colourless",NA,NA,NA,0.13,NA,NA,NA,NA,"Coarse gravel:45, Fine gravel:50, Cobbles (64-257 mm):5","Bank vegetation:y, Macrophytes-algae:n, Wood/instream debris:n, Undercut banks:y","Riffle:5, Run:45, Pool:50","Scrub:40, Exposed bed:60","Electric fishing - Bank generator or mains","Unknown",1,NA,NA,NA,"",NA,195,NA,"","",NA,NA,NA,"Gobiomorphus cotidianus","Common bully","",NA,"true","false",NA,NA,NA,"","V1"
"105",29176,"","2007-05-30","10:15","Taranaki Regional Council","","Waiwhakaiho River tributary","Not Entered","Perennial",NA,"392.000","Waiwhakaiho R",1696555,5670995,-39.104845,174.116695,6167713,8,10.9,"n","u","u","",150,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Bank generator or mains","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Salmo","Unidentified salmonid","",1,"false","false",NA,NA,NA,"","V1"
"106",81,"","1966-03-15","day","NIWA","","Poerua River tributary","Not Entered","Unknown",NA,"896.000","Poerua R",1395230,5218384,-43.159581,170.481267,12109088,70,16.9,"n","u","u","S.",NA,NA,NA,NA,"Unknown","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",NA,"true","false",NA,NA,NA,"","V1"
"107",15247,"","2006-03-17","night","NIWA","","Mokihinui River","Not Entered","Perennial",NA,"943.000","Mokihinui R",1525847,5401200,-41.53742,172.111036,12026118,80,22,"n","u","n","",232,40,NA,5,"Low","Colourless",NA,NA,13.7,0.09,NA,NA,NA,NA,"Sand (1-2 mm):5, Bedrock:30, Fine gravel:5, Cobbles (64-257 mm):10, Boulders (> 257 mm):40, Coarse gravel:10","Bank vegetation:n, Undercut banks:n, Macrophytes-algae:n, Wood/instream debris:n","Run:80, Pool:20","Exposed bed:100","Fyke net - Fyke net including minifykes","Unknown",NA,NA,NA,NA,"",NA,NA,7,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",14,"false","false",NA,453,844,"","V1"
"108",1008,"","1993-01-26","12:30","Department of Conservation Nelson Marlborough","","Washbourne Creek","Not Entered","Perennial",NA,"521.000","Parapara In",1573225,5489975,-40.740733,172.682874,10000957,5,1.3,"n","u","u","FH.",NA,2.8,NA,0.3,"High","Tea coloured or brown",NA,NA,NA,NA,NA,NA,6.5,NA,"Sand (1-2 mm):9, Fine gravel:20, Cobbles (64-257 mm):50, Coarse gravel:21","Bank vegetation:y, Wood/instream debris:y, Macrophytes-algae:y, Undercut banks:n","","Other:100","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus huttoni","Redfin bully","",2,"false","false",NA,40,NA,"","V1"
"109",36195,"","2011-03-03","21:45","Manawatu Wanganui Regional Council","","Ohinetapu Stream","Not Entered","Perennial",NA,"325.170","Manawatu R",1845567,5549649,-40.167633,175.883707,7232462,429,126.3,"n","u","u","",NA,2.5,NA,NA,"Low","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Bedrock:5, Boulders (> 257 mm):30, Coarse gravel:10, Cobbles (64-257 mm):45, Fine gravel:10","Macrophytes-algae:y, Bank vegetation:y, Undercut banks:n, Wood/instream debris:y","Riffle:35, Cascade:5, Run:30, Rapid:5, Pool:25","Native forest:90, Exotic forest:10","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",2,"false","false",NA,500,500,"","V1"
"110",14474,"","1995-05-25","10:00","Department of Conservation Nelson Marlborough","","Cullen Creek","Not Entered","Perennial",NA,"588.000","Pelorus Snd",1671591,5427195,-41.303527,173.855176,11015949,20,3.1,"n","u","u","",NA,3,NA,NA,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Coarse gravel:25, Sand (1-2 mm):18, Mud:5, Fine gravel:25, Cobbles (64-257 mm):25, Boulders (> 257 mm):2","","Riffle:25, Pool:75","Exposed bed:80, Exotic forest:20","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,100,NA,"","",NA,NA,NA,"Paranephrops","Koura","",4,"false","false",NA,35,75,"","V1"
"111",12094,"","2002-02-14","11:50","NIWA","","North Etal Creek","Not Entered","Ephemeral",NA,"789.650","Aparima R",1213560,4921948,-45.747881,168.031675,15278354,380,111,"n","u","u","",60,6,NA,0.6,"High","",NA,NA,10.2,NA,NA,NA,NA,NA,"Cobbles (64-257 mm):10, Boulders (> 257 mm):50, Coarse gravel:20, Fine gravel:20","Bank vegetation:y, Undercut banks:y","Run:70, Riffle:30","Grass/tussock:90, Native forest:10","Electric fishing - Bank generator or mains","Unknown",1,NA,NA,NA,"",NA,180,NA,"","",NA,NA,NA,"Gobiomorphus breviceps","Upland bully","",NA,"true","false",NA,NA,NA,"","V1"
"112",17304,"","2000-03-20","10:30","Department of Conservation Wellington","","Putangirua Stream","Not Entered","Perennial",NA,"290.000","Putangirua S",1788172,5408282,-41.454997,175.25293,9267868,170,3.1,"n","u","u","",NA,2,NA,1,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Boulders (> 257 mm):50, Coarse gravel:20, Cobbles (64-257 mm):30","Bank vegetation:y, Macrophytes-algae:n, Undercut banks:n, Wood/instream debris:n","Run:40, Rapid:30, Riffle:20, Pool:10","Native forest:95, Scrub:5","Observation - Observation","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,2000,"Anguilla australis","Shortfin eel","",1,"false","false",NA,NA,NA,"","V1"
"113",114678,"218","2016-04-20","","Department of Conservation Otago","","Spylaw Burn unnamed tributary","Not Entered","Unknown",NA,"752.147","Clutha River",1313589,4927147,-45.74986,169.317638,14274900,297,167.53,"u","u","u","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Traps - Gee minnow","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias species D","Clutha flathead galaxias","",6,"false","false",NA,NA,NA,"","V1"
"114",17477,"","1999-03-03","21:30","Taranaki Regional Council","","Oaonui Stream","Not Entered","Perennial",NA,"368.000","Oaonui S",1676842,5641443,-39.373066,173.892102,6188644,140,12.8,"n","u","u","",NA,3,NA,0.4,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"Coarse gravel:10, Fine gravel:10, Boulders (> 257 mm):20, Sand (1-2 mm):40, Cobbles (64-257 mm):20","Bank vegetation:n, Undercut banks:n, Wood/instream debris:n, Macrophytes-algae:n","Riffle:30, Run:30, Pool:40","Scrub:100","Observation - Spotlighting not captured to ID","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,300,"Anguilla","Unidentified eel","",5,"false","false",NA,NA,NA,"","V1"
"115",16293,"","1997-11-26","night","Department of Conservation West Coast","","Unnamed wetland","Not Entered","Unknown",NA,"900.000","Duffers C",1409133,5234582,-43.017477,170.657696,5,60,6,"n","u","u","",NA,NA,NA,NA,"Unknown","Tea coloured or brown",NA,NA,NA,NA,NA,NA,NA,NA,"Mud:100","Wood/instream debris:y, Macrophytes-algae:y, Undercut banks:n, Bank vegetation:n","Still:100","Grass/tussock:100","Traps - Gee minnow","Unknown",NA,NA,NA,NA,"",NA,NA,1,"","",NA,NA,NA,"Nil","No species recorded","",0,"false","false",NA,NA,NA,"","V1"
"116",8230,"","1987-07-20","13:27","Fish and Game West Coast","","Punakaiki River","Not Entered","Perennial",NA,"921.000","Punakaiki R",1462848,5334955,-42.12552,171.340686,12057705,5,1.1,"n","u","u","C.",85,30,NA,1,"Unknown","Colourless",NA,NA,9.5,NA,NA,NA,7.5,NA,"Fine gravel:35, Cobbles (64-257 mm):20, Coarse gravel:35, Sand (1-2 mm):10","","Rapid:5, Run:60, Riffle:35","","Electric fishing - Type unknown","Unknown",0,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus hubbsi","Bluegill bully","",NA,"true","false",NA,42,47,"","V1"
"117",7115,"","1984-11-30","10:20","Waikato Regional Council","","Lake Okowhao","Not Entered","Perennial",NA,"434.000","Waikato R",1789207,5844459,-37.527451,175.141245,3054433,10,79.8,"n","u","u","CV.",NA,NA,NA,NA,"Unknown","Green",NA,NA,22,NA,NA,NA,NA,NA,"Mud:100","","Still:100","","Other net - combination of nets and traps","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Gobiomorphus cotidianus","Common bully","",NA,"true","false",NA,40,60,"","V1"
"118",26724,"","2006-03-07","16:44","Department of Conservation Otago","","Edward Stream","Not Entered","Perennial",NA,"711.392","Waitaki R",1404557,5124302,-44.008421,170.56195,13154394,800,186.8,"n","u","y","",NA,NA,NA,NA,"Medium","Colourless",NA,NA,13.6,0.24,NA,NA,NA,NA,"Fine gravel:20, Boulders (> 257 mm):10, Coarse gravel:20, Cobbles (64-257 mm):50","","Riffle:60, Pool:20, Run:20","Scrub:25, Grass/tussock:25, Exposed bed:50","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,50,NA,"","",NA,NA,NA,"Galaxias cobitinis","Lowland longjaw galaxias","",1,"false","false",NA,71,NA,"","V1"
"119",118535,"794","2019-11-22","09:26","Department of Conservation Otago","","Ida Burn tributary","Not Entered","Unknown",NA,"752.636","Clutha River",1349002,5007407,-45.042312,169.813017,14221779,437,224.62,"u","u","u","",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Traps - G minnow (fine mesh, unbaited)","Unknown",NA,NA,NA,NA,"",NA,NA,2,"","",NA,NA,NA,"Galaxias anomalus","Roundhead galaxias","",7,"false","false",NA,66,83,"66, 70, 82, 83","V1"
"120",18350,"","2001-01-08","12:15","Department of Conservation Canterbury","","Dry Stream","Not Entered","Perennial",NA,"711.371","Waitaki R",1367735,5097953,-44.234626,170.091541,13166885,475,143.5,"n","u","u","",NA,NA,NA,NA,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"","","","","Observation - Observation","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Salmo trutta","Brown trout","",NA,"true","false",NA,NA,NA,"","V1"
"121",19384,"","1999-09-28","night","Department of Conservation Northland","","Unnamed lake","Not Entered","Perennial",NA,"006.000","Tauwhia S",1601839,6158120,-34.718981,173.020085,0,50,5.8,"n","u","u","",NA,NA,NA,NA,"High","Tea coloured or brown",NA,NA,16,NA,NA,NA,5.6,NA,"Mud:50, Sand (1-2 mm):50","Undercut banks:n, Bank vegetation:n, Macrophytes-algae:y, Wood/instream debris:n","Still:100","Grass/tussock:20, Scrub:80","Traps - combination of Kilwell and Gee minnow traps","Unknown",NA,NA,NA,NA,"",NA,NA,4,"","",NA,NA,NA,"Gobiomorphus cotidianus","Common bully","",5,"false","false",NA,46,58,"","V1"
"122",2561,"","1965-03-27","day","NIWA","","Lake Omapere","Not Entered","Perennial",NA,"477.050","Utakura R",1670204,6086846,-35.359217,173.772729,1010359,235,24.2,"n","u","u","CV.",45,NA,NA,NA,"Unknown","",NA,NA,NA,NA,NA,NA,NA,NA,"Mud:100","","Still:100","","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Anguilla australis","Shortfin eel","",NA,"true","false",NA,NA,NA,"","V1"
"123",13500,"","1994-03-10","16:00","Department of Conservation Nelson Marlborough","","Waihopai River","Not Entered","Perennial",NA,"601.120","Wairau R",1660792,5404102,-41.512409,173.728509,11024788,70,31,"n","u","u","",NA,NA,NA,NA,"Unknown","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Cobbles (64-257 mm):65, Boulders (> 257 mm):35","","Riffle:100","Exposed bed:100","Electric fishing - Backpack","Unknown",1,NA,NA,NA,"",NA,50,NA,"","",NA,NA,NA,"Anguilla dieffenbachii","Longfin eel","",2,"false","false",NA,120,380,"","V1"
"124",3906,"","1981-01-24","10:00","Fish and Game Southland","","Stony River","Not Entered","Perennial",NA,"380.000","Stony R",1678831,5656640,-39.235966,173.913409,6179028,220,12.7,"n","u","u","CV.",3000,7,NA,2.5,"Unknown","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Coarse gravel:5, Sand (1-2 mm):10, Fine gravel:5, Boulders (> 257 mm):80","","Riffle:10, Rapid:50, Run:20, Pool:20","","Angling - Angling","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Oncorhynchus mykiss","Rainbow trout","",7,"false","false",NA,NA,NA,"","V1"
"125",15725,"","2003-02-24","14:00","Department of Conservation Wellington","","Stokes Valley Stream","Not Entered","Perennial",NA,"298.130","Hutt R",1766379,5438185,-41.190615,174.983985,9262123,90,16.7,"n","u","u","",NA,1,NA,0.5,"Low","",NA,NA,NA,NA,NA,NA,NA,NA,"","Bank vegetation:y, Wood/instream debris:y, Undercut banks:y","Pool:30, Riffle:30, Backwater:10, Run:30","Exotic forest:90, Native forest:10","Electric fishing - Type unknown","Unknown",1,NA,NA,NA,"",NA,30,NA,"","",NA,NA,NA,"Galaxias fasciatus","Banded kokopu","",1,"false","false",NA,100,NA,"","V1"
"126",21208,"","2001-05-31","18:00","Department of Conservation Wanganui","","Mangorei Stream tributary","Not Entered","Perennial",NA,"392.020","Waiwhakaiho R",1691526,5660448,-39.200412,174.059967,6175880,510,28.8,"n","u","u","",300,3,NA,2,"Medium","Colourless",NA,NA,NA,NA,NA,NA,NA,NA,"Fine gravel:5, Boulders (> 257 mm):45, Cobbles (64-257 mm):45, Coarse gravel:5","Wood/instream debris:y","Riffle:40, Backwater:5, Pool:20, Run:30, Rapid:5","Native forest:100","Observation - Observation","Unknown",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,NA,NA,"Galaxias postvectis","Shortjaw kokopu","",3,"false","false",NA,NA,NA,"","V1"
"127",14619,"","2002-02-19","day","Canterbury University","","Nine Mile Creek","Not Entered","Perennial",NA,"932.070","Buller R",1488947,5367738,-41.834466,171.66254,12041436,20,15.7,"n","u","u","",46,6.2,NA,1,"Medium","Colourless",NA,NA,14.2,NA,NA,NA,6.7,NA,"Cobbles (64-257 mm):40, Bedrock:10, Sand (1-2 mm):4, Coarse gravel:3, Boulders (> 257 mm):33, Fine gravel:10","Undercut banks:y, Macrophytes-algae:y, Bank vegetation:y, Wood/instream debris:y","Run:16, Cascade:8, Pool:28, Riffle:48","Native forest:100","Electric fishing - Backpack","Unknown",2,NA,NA,NA,"",NA,287,NA,"","",NA,NA,NA,"Gobiomorphus huttoni","Redfin bully","",5,"false","false",NA,NA,NA,"","V1"
